College,Branch,Category,ClosingRank,Percentile,CollegeShort
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LOBCH,47997,83.5369475,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LOPENH,37471,87.2784734,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LOPENO,17683,94.115178,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),LSCH,70737,74.9324465,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical,GNT1H,96616,63.2340107,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical,GNT3O,115708,53.7424491,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical,GOBCH,91580,65.722735,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical,GOBCO,131311,43.9565943,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical,GOPENH,87565,67.6869909,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical,GOPENO,99647,62.2534756,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical,GSCH,113229,54.3920183,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical,GSEBCH,148317,31.6884901,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical,GSEBCO,176251,4.9021985,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical,GSTH,93655,65.0377535,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical,LNT2H,168667,13.647753,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical,LOBCH,119600,51.1396363,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical,LOBCO,176986,3.8930757,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical,LOPENH,104049,60.1291862,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical,LOPENO,140818,37.6881791,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical,LSCH,158364,23.9858471,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical,LSCO,146889,32.8923205,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",ME,GNT2H,169986,12.5620266,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",ME,GOBCH,109961,56.9588351,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",ME,GOPENH,89992,66.4751458,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",ME,GSCH,162607,19.4065824,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",ME,GSEBCH,142947,36.0381755,Smt. Indira Gandhi College of Engineering
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",ME,LOPENH,179558,0.1183232,Smt. Indira Gandhi College of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Artificial Intelligence and Data Science,GNT1H,179218,0.6110996,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Artificial Intelligence and Data Science,GNT3H,106303,58.1588042,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Artificial Intelligence and Data Science,GOBCH,95675,63.5370419,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Artificial Intelligence and Data Science,GOBCO,77081,72.2338818,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Artificial Intelligence and Data Science,GOPENH,81848,70.4092512,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Artificial Intelligence and Data Science,GOPENO,76116,72.6095528,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Artificial Intelligence and Data Science,GSCH,176389,4.7766958,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Artificial Intelligence and Data Science,GSCO,84199,69.2652564,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Artificial Intelligence and Data Science,GSEBCH,163489,18.7034184,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Artificial Intelligence and Data Science,GSEBCO,77927,71.7682877,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Artificial Intelligence and Data Science,GVJO,77251,72.1467831,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Artificial Intelligence and Data Science,LNT2H,112778,55.0733859,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Artificial Intelligence and Data Science,LOBCH,108644,57.2163252,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Artificial Intelligence and Data Science,LOBCO,82237,69.8140377,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Artificial Intelligence and Data Science,LOPENH,89190,66.8505265,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Artificial Intelligence and Data Science,LOPENO,69944,75.1972801,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Artificial Intelligence and Data Science,LSCH,168190,14.0490445,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Artificial Intelligence and Data Science,LSEBCO,76290,72.6095528,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,GNT1H,100939,60.8485656,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,GNT1O,82765,69.7639628,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,GNT2H,107564,57.414259,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,GNT3O,86498,68.0717863,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,GOBCH,105739,59.0509185,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,GOBCO,78873,71.4038201,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,GOPENH,96294,63.2687832,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,GOPENO,69746,75.2159961,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,GSCH,159229,22.5020163,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,GSCO,90835,65.9366282,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,GSEBCH,167562,15.1214416,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,GSEBCO,77789,71.7682877,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,GSTO,154880,27.1291039,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,GVJH,160312,21.6221843,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,GVJO,90627,66.0164943,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,LNT1H,119825,51.1396363,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,LNT2H,104367,60.0743746,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,LNT2O,93457,65.2298851,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,LNT3H,101431,60.596742,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,LOBCH,112332,55.1151268,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,LOBCO,76274,72.6095528,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,LOPENH,99993,61.8908693,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,LOPENO,70001,75.1972801,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,LSCH,130782,44.4778985,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,LSCO,103138,60.2921536,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,LSEBCH,169437,13.0626183,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,LSEBCO,74720,73.3652047,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Science and Engineering(Data Science),GNT1H,167365,15.201762,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Science and Engineering(Data Science),GNT2H,147460,32.2475132,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Science and Engineering(Data Science),GNT3H,124703,48.0648514,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Science and Engineering(Data Science),GOBCH,125322,47.9076668,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Science and Engineering(Data Science),GOBCO,82281,69.8140377,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Science and Engineering(Data Science),GOPENH,114493,54.0859766,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Science and Engineering(Data Science),GOPENO,57983,79.8240416,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Science and Engineering(Data Science),GSCO,95939,63.5258359,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Science and Engineering(Data Science),GSEBCH,134895,41.8427081,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Science and Engineering(Data Science),GSEBCO,81196,70.5008347,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Science and Engineering(Data Science),LOBCH,113879,54.3568289,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Science and Engineering(Data Science),LOPENH,92451,65.4406319,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Science and Engineering(Data Science),LOPENO,56721,80.2743712,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Science and Engineering(Data Science),LSCO,117922,52.0861037,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Science and Engineering(Data Science),LSEBCH,129232,45.4574846,Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering
"Suryodaya College of Engineering & Technology, Nagpur",Civil,EWS,171508,10.8434786,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Civil,GNT1S,153787,27.5123271,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Civil,GOBCS,136637,40.2848342,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Civil,GOPENS,124036,48.6637821,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Civil,GSCS,132337,43.4393889,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Civil,GSTS,145895,34.1954023,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Civil,GVJS,135638,41.0394031,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Civil,LOBCS,136668,40.2848342,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Civil,LOPENS,124412,48.6138054,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Civil,LSCS,137876,39.5390798,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Civil,TFWS,135975,40.99476,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,DEFOPENS,104690,59.9791975,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,EWS,172503,9.5534224,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,GNT1S,102880,60.2921536,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,GNT2S,113949,54.1800379,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,GNT3S,97704,62.902955,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,GOBCS,89611,66.8404462,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,GOPENS,83584,69.4683908,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,GSCS,96270,63.2687832,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,GSEBCS,111801,55.3559436,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,GSTS,161903,20.7289199,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,LNT1S,73862,73.5848302,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,LNT2S,154226,27.4155342,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,LOBCS,87112,67.8440824,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,LOPENS,66594,76.4789025,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,LSCS,93197,65.2878345,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,LSTS,117589,52.2046883,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,LVJS,124421,48.6138054,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,ORPHAN,162890,19.2570952,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,PWDOPENS,156662,25.0606208,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,TFWS,84972,68.7156482,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),EWS,156834,24.7657909,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),GNT1S,85095,68.7156482,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),GNT2S,137466,39.7481853,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),GOBCS,88072,67.5881106,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),GOPENS,81163,70.5008347,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),GSCS,91965,65.5509182,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),GSEBCS,110796,56.5649954,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),GSTS,162677,19.3655345,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),GVJS,106226,58.1588042,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),LNT2S,141885,36.6611018,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),LOBCS,81953,70.2544031,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),LOPENS,77628,72.1239122,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),LSCS,94878,63.9612515,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),LSTS,104689,59.9791975,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),LVJS,112695,55.0733859,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),PWDOPENS,137402,39.7481853,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Computer Science and Engineering(Data Science),TFWS,86515,68.0717863,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ENTC,GNT1S,113218,54.7526673,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ENTC,GNT2S,155095,26.1271353,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ENTC,GOBCS,105265,59.8892661,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ENTC,GOPENS,102076,60.546705,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ENTC,GSCS,117015,52.814879,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ENTC,GSTS,178813,1.218769,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ENTC,GVJS,116058,53.517849,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ENTC,LNT1S,108059,57.3310702,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ENTC,LOBCS,100237,61.6354671,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ENTC,LOPENS,89959,66.4751458,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ENTC,LSCS,102131,60.5030966,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ENTC,LSTS,163990,18.5574725,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ENTC,TFWS,90939,65.9366282,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Electrical,EWS,152178,28.7732713,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Electrical,GNT1S,141997,36.6611018,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Electrical,GOBCS,120480,50.8618056,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Electrical,GOPENS,114482,54.0859766,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Electrical,GSCS,119206,51.2170385,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Electrical,GSTS,179308,0.4831549,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Electrical,GVJS,163725,18.7028082,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Electrical,LOBCS,119846,51.1396363,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Electrical,LOPENS,117657,52.2046883,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Electrical,LSCS,129065,45.521922,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Electrical,LSTS,124921,47.9842799,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Electrical,LVJS,166189,16.2423214,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Electrical,TFWS,139246,38.8659877,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Industrial IoT,EWS,179216,0.6110996,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Industrial IoT,GNT1S,117813,52.0861037,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Industrial IoT,GNT2S,174797,6.4656331,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Industrial IoT,GOBCS,109467,57.1543272,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Industrial IoT,GOPENS,106438,58.1588042,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Industrial IoT,GSCS,115454,53.7694785,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Industrial IoT,GSTS,172040,9.8530334,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Industrial IoT,GVJS,134357,42.2200941,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Industrial IoT,LOBCS,104663,59.9791975,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Industrial IoT,LOPENS,100861,60.8485656,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Industrial IoT,LSCS,105426,59.3445914,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Industrial IoT,LSTS,167704,14.7377685,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",Industrial IoT,TFWS,122315,49.7949643,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ME,EWS,77976,71.716606,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ME,GNT1S,150929,29.6395567,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ME,GOBCS,136278,40.7306838,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ME,GOPENS,124845,47.9842799,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ME,GSCS,138442,39.0541888,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ME,GVJS,148226,31.6884901,Suryodaya College of Engineering & Technology
"Suryodaya College of Engineering & Technology, Nagpur",ME,LOBCS,141692,36.9291471,Suryodaya College of Engineering & Technology
